AL_load_actual_entsoe_power_statistics,AT_load_actual_entsoe_power_statistics,BA_load_actual_entsoe_power_statistics,BE_load_actual_entsoe_power_statistics,BG_load_actual_entsoe_power_statistics,CH_load_actual_entsoe_power_statistics,CY_load_actual_entsoe_power_statistics,CZ_load_actual_entsoe_power_statistics,DE_load_actual_entsoe_power_statistics,DK_load_actual_entsoe_power_statistics,EE_load_actual_entsoe_power_statistics,ES_load_actual_entsoe_power_statistics,FI_load_actual_entsoe_power_statistics,FR_load_actual_entsoe_power_statistics,GR_load_actual_entsoe_power_statistics,HR_load_actual_entsoe_power_statistics,HU_load_actual_entsoe_power_statistics,IE_load_actual_entsoe_power_statistics,IT_load_actual_entsoe_power_statistics,LT_load_actual_entsoe_power_statistics,LU_load_actual_entsoe_power_statistics,LV_load_actual_entsoe_power_statistics,ME_load_actual_entsoe_power_statistics,MK_load_actual_entsoe_power_statistics,NL_load_actual_entsoe_power_statistics,NO_load_actual_entsoe_power_statistics,PL_load_actual_entsoe_power_statistics,PT_load_actual_entsoe_power_statistics,RO_load_actual_entsoe_power_statistics,RS_load_actual_entsoe_power_statistics,SE_load_actual_entsoe_power_statistics,SI_load_actual_entsoe_power_statistics,SK_load_actual_entsoe_power_statistics,TR_load_actual_entsoe_power_statistics,UK_UKM_load_actual_entsoe_power_statistics
820,7964,1630.12,11024,5044.23,7139,628.92,7922,59304.28571,3782.9,1054.9,30539,12667.53,77369,5771,2171,4987.42,3494.62,30216,1188,648.24,761,478.2,1304,12938,19357.06,17962.2449,6187,6055,6066,20599,1553,3463.55,33967.92,45450.13
670,7488,1443.53,10502,4752.88,7394,552.8,7647,56153.97959,3663.6,1019.5,28002,12411.34,72971,5270,1964,4671.86,3347.36,26947,1146,628.82,733,442.42,1197,12183,18755.87,16824.4898,5539,5873,5864,20029,1453,3346.47,31433.88,40192.25
580,7239,1322.35,10039,4614.37,7630,488.35,7712,53951.42857,3488.5,1000.9,25528,12240.13,72577,5211,1953,4475.48,3072.35,24946,1115,603.59,719,399.67,1079,11646,18500.3,16215.30612,5143,5751,5440,19893,1426,3220.48,29425.85,38972.13
550,7200,1264.28,9597,4562.99,7558,448.92,7652,53049.38776,3436.6,983.9,24080,12214.16,70095,5033,1885,4246.64,2842.77,24000,1107,603.36,712,377.02,970,11347,18493.6,15887.7551,4898,5742,5053,19877,1403,3147.96,28252.07,38551.25
530,6983,1233.74,9354,4585.85,7740,428.3,7542,53028.17347,3442.1,993.7,23359,12366.93,67828,4941,1848,4161.25,2691.07,23576,1120,597.22,709,363.79,899,11197,18574.53,15909.18367,4788,5820,4795,20046,1422,3153.07,27738.4,37617.63
530,7321,1243.09,9322,4707,7752,424.28,7700,54071.41837,3490.4,1023.3,23152,12766.06,68301,4987,1869,4272.82,2593.22,23571,1176,603.29,750,356.36,874,11290,18877.08,16152.04082,4750,5989,4701,20377,1435,3207.55,27636.45,36887.88
600,8001,1320.9,9683,5091.94,7999,442.61,8176,56608.5,3766,1123.1,23560,13554.18,71878,5374,1988,4637.69,2562,24874,1355,635.1,876,360.45,896,11733,19347.79,16862.2449,4820,6385,4783,21272,1554,3358.92,27823.38,36489.75
740,8858,1500.93,10428,5564.98,7459,487.67,9260,62141.13265,4447.4,1255.3,25446,13872.66,79329,6012,2042,5398.91,2607.99,28917,1550,600.54,1034,384.07,954,12906,20744.53,19237.7551,5143,7004,5100,23005,1828,3651.2,29091.24,38348
950,9610,1703.46,11020,6065.63,7922,571.8,9747,67754.27551,5288.6,1372,28714,14114.12,84225,6668,2243,5703.05,2873,34125,1686,689.37,1139,415.93,995,14593,22530.01,21118.36735,5825,7487,5426,24499,2021,3765.85,31642.18,45340.88
1140,10029,1842.67,11657,6338.08,8345,644.13,9847,70481.53061,5491.3,1396.1,31328,14027.01,84291,7227,2413,5724.82,3285.87,38705,1739,732.39,1180,462.65,1092,16019,23159.13,21958.16327,6622,7714,5741,25418,2047,3866.39,35672.37,53740
1210,10244,1900.56,11845,6332.75,8490,663.9,10008,71156,5448.7,1417.3,33618,14008.31,84406,7327,2507,5725.9,3562.22,41624,1759,744.63,1189,494.99,1168,16470,23142.58,22494.89796,7081,7699,5938,25608,2049,3966.86,38960.96,56500.13
1220,10439,1905.82,11722,6294.99,8615,657.78,10008,71866.71429,5500.5,1424.7,34626,14020.43,83493,7325,2536,5719.79,3780.71,42505,1766,761.25,1176,515.87,1204,16483,23119.41,22487.7551,7173,7577,5955,25793,2043,3993.71,40168.46,57356.13
1210,10476,1902.11,11720,6190.65,8575,649.91,9957,72741.26531,5385.9,1411.8,34604,14065.24,83020,7374,2560,5768.82,3905.37,42757,1751,804.16,1150,525.62,1211,16232,22842.03,22768.36735,7243,7526,5989,25621,2080,4057.44,40529.98,56522.38
1210,10274,1890.15,11508,6162.65,8625,625.23,10092,72773.34694,5231.7,1432.9,33828,13990.19,81747,7269,2532,5797.63,3947.47,41602,1767,792.89,1172,530.12,1220,15894,22545.6,22769.38776,7044,7572,5951,25320,2073,4043.9,39380.25,55470.38
1230,10202,1946.19,11398,6114.68,8544,615.58,10029,71689.46939,5241.6,1424.6,33404,13885.54,79415,7108,2469,5755.97,4014.44,39947,1752,735.99,1176,522.06,1217,15834,22336.55,22910.20408,6931,7531,5957,24922,2041,4076.63,39558.06,55004.88
1210,10144,1934.72,11241,6172.67,8369,620.93,9976,70638.87755,5200.7,1430.6,32084,14052.41,76957,7372,2406,5766.9,3977.26,39409,1764,806.12,1181,519.57,1208,15793,22433.85,22587.7551,7007,7502,5903,24967,1988,4042.45,39699.71,54985.88
1220,10225,1926.18,11478,6275.04,8300,628.47,10039,70201.96939,5148,1471.5,30853,14335.98,76136,7343,2393,5878.37,3959.22,39573,1838,810.86,1224,520.67,1212,15977,22714.01,22394.89796,6832,7695,5971,25407,1960,4026.87,38484.01,55511.88
1250,10692,1978.73,11627,6492.7,8488,656.08,10138,71152.29592,5418.5,1471.1,30444,14362.84,76970,7574,2522,6124.75,3968.89,40856,1884,826.23,1236,535.65,1278,16420,23096.1,23684.69388,6789,8251,6319,26013,2030,4150.91,39373.94,57220.25
1280,10849,2078.34,12444,6682.92,8865,743.97,10326,74807.45918,5877.5,1455.5,30464,14329.9,83202,8002,2746,6169.02,4223.49,44646,1876,842.37,1211,551.92,1296,17483,23011.47,23816.32653,7095,8338,6593,26224,2087,4200.93,39561.26,61436.38
1280,10497,2046.4,12530,6622.24,8955,771.84,10094,74541.78571,5721.6,1419.2,31777,14294.41,87254,7993,2733,6074.84,4520.23,44681,1827,849.85,1175,549.94,1287,17048,22784.59,23393.87755,7597,8223,6598,25949,2102,4133.39,39024.3,62933.5
1220,9792,2019.27,12091,6323.91,8657,758.48,10009,72631.09184,5372.7,1381.2,31865,14069.19,84390,7804,2728,5999.79,4443.22,43506,1768,827.73,1134,548.92,1264,16509,22479.69,23223.46939,7748,8038,6570,25495,2092,4080.14,37714.79,62464.88
1170,9218,1937.76,11556,6061.64,8254,729.52,9706,69194.71429,5051.5,1332.3,31820,13619.97,80110,7351,2649,5788.05,4220.11,40780,1669,811.05,1073,543.29,1221,15798,22139.07,22464.28571,7592,7635,6535,24810,2005,4013.2,36808.68,60855.75
1060,8718,1881.28,11096,5919.03,7903,700.42,9206,66537.07143,4726.6,1255.6,31717,13752.54,76856,6758,2620,5574.51,4000.32,37368,1513,744.52,984,526.52,1197,14925,21637.51,21107.14286,7273,7095,6390,24013,1849,3837.24,35747.76,57000.63
920,8544,1819.29,11392,5587.16,7784,657.93,8699,64658.78571,4372.4,1170.3,30382,13550.4,80182,6400,2473,5345.02,3743.96,33734,1388,817.76,894,500.29,1334,13904,21072.66,19804.08163,6899,6535,6376,23238,1736,3685.08,35209.03,51667.75
750,8150,1646.63,11395,5144.83,7596,614.02,8317,61196.73469,3974.8,1107.3,28466,13089.39,78935,5789,2215,5108.16,3426.33,30409,1304,791.32,815,491.49,1340,13058,20233,18378.57143,6205,6188,6208,22481,1619,3527.4,33687.47,45579.25
620,7809,1464.26,10903,4833,7609,547.75,8000,58871.23469,3808.9,1063.7,26483,12763.54,75007,5270,2031,4794.07,3297.78,27380,1224,769.89,780,454.17,1250,12269,19734.01,17289.79592,5598,6055,6093,21972,1509,3438.08,31338.13,40281.88
540,7518,1342.39,10480,4674.36,7566,485.69,8086,56820.92857,3708.3,1048.6,24192,12601.12,75301,5251,2025,4593.99,2990.89,25295,1193,730.75,762,408.36,1117,11767,19394.89,16562.2449,5210,5965,5625,21714,1455,3324.48,29281.03,38958.13
510,7306,1275.19,10075,4546.01,7996,446.53,7998,55366.5102,3652,1038.3,22472,12499.63,73434,5085,1937,4398.73,2749.67,24105,1186,709.03,757,375.9,1010,11491,19001.13,16208.16327,4980,5954,5208,21435,1429,3268.14,28004.25,38150
500,7133,1260.31,9830,4499.77,8019,429.39,7939,54865.97959,3676.3,1043,21530,12503.21,71503,4881,1894,4297.74,2591.65,23459,1201,714.24,763,347.82,942,11383,18915.35,16064.28571,4858,5972,4898,21371,1449,3255.53,27371.72,36928.25
500,7178,1262.42,9842,4566.71,7499,423.75,8039,55174.35714,3764.4,1074.8,21168,12659.74,71991,4844,1903,4404.27,2516.14,23399,1256,707.53,811,344.54,916,11440,18998.96,15996.93878,4807,6109,4797,21502,1474,3278.75,27113.42,35892.38
550,7364,1333.64,10093,4850.57,7637,423.04,8507,56496.33673,4023.9,1168,21070,12910.48,75961,4960,1958,4771.18,2483.12,23775,1446,741.11,932,340.27,928,11876,19262.87,15816.32653,4895,6433,4891,21796,1598,3307.3,27489.82,35246.88
680,7580,1492.48,10831,5333.3,7756,423.02,9583,59773.65306,4690.6,1294.7,21391,12881.97,83300,5160,1979,5554.61,2534.15,25190,1641,764.51,1082,372.56,955,12983,20611.39,15680.61224,5243,6932,5220,22578,1855,3386.32,28547.78,36627.13
890,8101,1660.55,11410,5897.68,8251,436.52,10042,64302.55102,5447.8,1410.9,22452,13221.04,88810,5457,1920,5874.79,2773.1,27261,1787,826.01,1184,400.22,957,14641,22324.51,15967.34694,5910,7342,5549,23250,2026,3439.53,31145.63,43242.25
1080,8604,1819.51,12120,6297.06,8625,444.59,10149,66725.54082,5733.3,1440.2,22804,13347.8,89215,5957,2095,5907.23,3176.59,29379,1827,859.83,1226,442.94,1036,16044,22897.82,16473.46939,6651,7588,5917,23795,2055,3580.71,34923.77,51619.13
1180,9018,1903.55,12287,6446.02,8817,457.51,10300,67836.15306,5615.7,1455.3,24629,13506.76,89118,6377,2281,5928.29,3474.89,32482,1845,855.52,1226,479.67,1134,16618,22702.64,17440.81633,7052,7634,6184,24083,2058,3733.2,37475.25,55072
1240,9322,1930.63,12122,6541.03,8854,485.44,10274,68493.38776,5576.5,1438.7,26449,13648.45,87596,6813,2408,5954.81,3700.32,34834,1853,866.61,1213,510.42,1200,16671,22460.78,18071.42857,7112,7619,6387,24266,2078,3841.29,37868.93,56213
1250,9347,1923.04,12044,6477.9,8661,516.92,10182,69174.36735,5429.4,1405.6,27131,13619.54,86599,7072,2467,5996.87,3806.72,36144,1832,878.55,1179,519.52,1249,16569,22266.05,18318.36735,7179,7612,6445,24193,2087,3914.22,38805.97,56374.38
1260,9080,1904.59,11841,6510.75,8722,512.67,10234,68743.35714,5207.2,1420.5,26852,13500.36,85060,6883,2447,6003.38,3853.59,35745,1829,852.93,1185,504.18,1261,16289,22049.35,18625.5102,6931,7560,6417,23874,2070,3825.47,37354.84,56589.25
1290,8903,1953.43,11636,6392.6,8590,493.75,10213,67185.66327,5127,1410.5,26987,13428.88,82036,6371,2352,5932.94,3903.74,33060,1802,824.71,1174,513.75,1278,16171,21883.46,18908.16327,6764,7394,6408,23518,2063,3818.36,35900.46,56790.75
1270,8763,1949.83,11485,6422.24,8374,476.63,10224,65894.85714,5012.6,1409.2,26313,13584.76,79203,6538,2275,5939.34,3874.93,31530,1775,759.73,1152,516.26,1281,16136,21757.38,18634.69388,6829,7241,6328,23479,1990,3796.98,36710.68,56428
1260,8838,1937.99,11601,6504.7,8262,494.54,10240,65812.44898,4997.1,1453.8,24900,14002.41,78005,6622,2243,6015.22,3855.97,31344,1813,811.88,1198,510.15,1291,16246,21708.73,18472.44898,6703,7412,6347,23898,1994,3772.39,36819.29,56329.5
1300,9354,2000.48,11726,6778.45,8383,526.38,10245,67610.28571,5311.5,1467.4,24261,14028,79009,6818,2358,6239.92,3865.03,32176,1893,822.7,1222,524.62,1352,16572,21775.95,19757.14286,6618,8005,6719,24395,2038,3886.16,37770.81,56930.25
1390,9718,2096.6,12589,6962.69,8919,618.76,10388,71897.88776,5682.5,1445.6,24628,14017.66,85921,7315,2589,6315.38,4068.09,36373,1863,801.72,1198,548.41,1376,17593,21587.52,20124.4898,6920,8113,6841,24430,2129,3959.44,37838.26,59936.5
1390,9623,2048.47,12486,6891.04,9003,658.99,10115,72064.88776,5530,1408.3,27130,13891.42,88732,7435,2588,6175.61,4371.76,37968,1804,798.36,1159,540.93,1307,17027,21067.43,20004.08163,7443,8009,6718,23887,2110,3934.44,37501.11,61217.63
1370,9181,2016.77,11987,6600.42,8769,664.03,9969,70344.67347,5107.2,1367.7,28605,13579.9,86609,7334,2598,6044.91,4315.65,38269,1749,784.56,1125,561.94,1252,16384,20797.5,20068.36735,7549,7796,6569,23172,2076,3884.12,36415.18,59804
1330,8767,1970.69,11456,6334.49,8393,653.65,9647,67150.64286,4737.6,1318.4,29498,13094.23,82638,7175,2554,5857.04,4096.37,37056,1659,828.09,1060,554.98,1209,15569,19965.96,19747.95918,7406,7483,6460,22371,1994,3847.24,35363.07,57357.75
1210,8385,1904.84,10890,6210.65,8070,650.19,9175,64852.07143,4455.2,1244.9,30080,13211.51,79635,6808,2562,5695.46,3861.43,34838,1544,759.52,980,546.49,1207,14568,19392.19,18967.34694,7113,6977,6364,21540,1831,3729.17,34632.61,53690.13
1040,8594,1818.43,11220,5914.96,8150,626.98,8713,63926.12245,4145.1,1177.2,29736,12935.2,82854,6517,2455,5469.39,3603.45,32179,1426,791.4,901,523.93,1342,13738,18603.26,18379.59184,6761,6593,6368,20686,1775,3617.13,34195.73,48811.63
860,8201,1656.97,11308,5553,8099,590.13,8345,61393.42857,3924,1099.1,27790,12427.44,81970,6034,2233,5234.54,3336.84,29275,1327,796.62,822,510.56,1372,13004,17869.46,17369.38776,6211,6279,6246,19870,1648,3496.54,32927.95,43965.75
720,7901,1500.17,10831,5306.12,7850,524.98,7938,58663.17347,3716.7,1068.9,25934,12030.31,77864,5571,2216,4900.39,3294.44,26798,1283,781.64,782,473.04,1241,12292,17292.48,16269.38776,5621,6112,6079,19275,1561,3362.39,30858.1,39754.75
630,7701,1386.34,10312,5191.93,7722,468.67,7795,56349.88776,3547.6,1041.5,23897,11741.78,77761,5544,2074,4727.92,3032.16,24918,1253,741.46,764,427.51,1121,11713,16800.99,15667.34694,5186,5947,5708,18795,1517,3229.05,28840.54,38537.25
580,7448,1330.94,9839,5131.78,7523,426.22,7882,54525.97959,3470.4,1021.8,22395,11541.59,74989,5358,1984,4506.76,2770.06,23651,1237,699.95,755,395,1032,11399,16564.08,15407.14286,4894,5884,5331,18508,1455,3189.1,27319.73,37451.75
560,7287,1317.38,9546,5115.81,7376,404.79,7992,53465.27551,3444.4,1018.4,21554,11472.07,72746,5212,1943,4383.81,2592.28,22907,1235,710.45,759,373.12,975,11234,16426.54,15250,4751,5905,5081,18376,1473,3208.65,26559.68,36081.63
560,7338,1352.38,9305,5162.89,7404,398.16,8048,52844.33673,3476.5,1041,21337,11513.82,71883,5210,1953,4417.96,2494.78,22990,1251,641.04,778,366.84,955,11166,16294.44,15309.18367,4677,6009,4991,18400,1461,3246.32,26461.17,34749.88
610,7672,1450.6,9260,5294.67,7515,403.46,8085,52633.9898,3518.4,1069.4,21578,11748.14,73135,5423,2025,4506.48,2445.26,24048,1315,703.93,828,375.04,952,11269,16382.17,15684.69388,4662,6177,5047,18500,1486,3291.72,26419.08,33619.13
720,8115,1583.95,9484,5546.99,7037,406.44,8248,52569.59184,3709,1121.7,22518,11722.96,74991,5712,1961,4818.88,2448.22,26265,1403,659.24,886,398.77,968,11685,16694.14,16670.40816,4735,6466,5214,18869,1621,3386.02,26985.77,33760.75
890,8820,1695.36,9707,5974.97,7155,439.47,8524,55381.36735,3997.8,1176.2,23983,12014.78,78247,6218,2082,5123.59,2548.98,29012,1477,682.75,944,428.72,952,12452,17204.9,17525.5102,4841,6756,5538,19374,1758,3425.51,28423.39,36230.25
1050,9381,1798.98,10300,6352.8,7493,477.73,8700,59256.91837,4387,1218.8,25545,12073.5,80496,7071,2293,5359.52,2720.41,31351,1568,693.56,1005,466.24,1025,13536,18110.07,18519.38776,5112,6962,5920,19966,1906,3598.16,30441.13,39658.88
1140,9569,1855.12,10915,6564.49,7810,521.85,9203,62621.32653,4562.6,1275.4,27940,12094.64,82776,7663,2459,5561.65,2863.24,34647,1681,713.52,1058,488.68,1119,14509,18744.11,19606.12245,5674,7074,6169,20507,1971,3793.12,33517.2,43979.63
1170,9564,1854.15,11394,6643.45,7896,543.47,9437,64592.7551,4666.9,1278.2,30222,12144.93,82741,8001,2531,5644.9,3098.9,36648,1708,707.87,1077,504,1178,15138,19257.29,20205.10204,5928,7046,6257,20931,1997,3847.96,35315.79,47796.5
1210,9575,1837.16,11607,6605.36,7817,587.57,9412,65747.33673,4624.6,1274.4,30533,12023.63,82840,8143,2561,5738.34,3302.32,36990,1701,675.49,1062,505.15,1212,15407,19367.79,20403.06122,6006,7029,6161,21037,1995,3963.11,36330.71,49369
1240,9427,1802.82,11672,6481.92,7943,582.76,9324,65542,4541.1,1269.6,30100,11992.02,83555,8136,2536,5731.81,3413.14,36617,1673,689.16,1052,505.97,1213,15436,19295.23,20297.95918,6015,6963,6007,20905,1958,3892.91,35974.96,50252.25
1250,9263,1849.95,11438,6390.11,7978,599.18,9371,64124.13265,4429.9,1271.3,30221,11931.93,79762,7802,2460,5578.6,3470.16,35478,1636,678.65,1044,501.72,1198,15283,19099.02,20504.08163,5865,6811,5799,20768,1907,3849.29,36146.72,50585.25
1250,9260,1840.24,11136,6395.02,7977,601.89,9270,63065,4390.7,1275.4,29987,12081.39,76756,7968,2390,5494.95,3452,34856,1615,681.26,1042,492.78,1180,15126,18906.11,20248.97959,5721,6785,5630,20716,1829,3758.42,35719.76,50138.13
1240,9294,1819.08,11062,6522.79,7845,611.77,9354,62953.56122,4435.5,1328.2,28905,12465.62,75097,8000,2372,5515.4,3400.53,34218,1663,678.44,1084,491.48,1169,15009,19024.14,20158.16327,5632,7045,5602,21132,1805,3777.78,35330.2,49636.38
1280,9881,1886.49,11150,6942.87,7961,623.91,9398,64357.95918,4678.1,1355.6,28307,12613.48,75149,8058,2502,5763.2,3413.02,34889,1741,686.88,1119,513.67,1211,15184,19605.93,21435.71429,5594,7629,5918,21881,1852,3936.63,35031.4,49980
1360,10052,2013.78,11666,7119.98,8379,689.01,9342,67388.93878,5047.9,1341.3,28562,12641.03,80222,8512,2746,5871.89,3600.71,39439,1713,808.3,1111,548.5,1257,16013,19800.57,21645.91837,6083,7775,6218,21969,1952,3918.65,35516.6,53667
1380,9720,1998.08,11639,6937.83,8345,717.52,9253,67218.2449,4913.8,1308.3,31117,12509.93,82696,8482,2751,5824.41,3990.9,41076,1680,748.37,1084,559.49,1251,15573,19750.93,21308.16327,6856,7708,6296,21614,1953,3926.61,36229.81,56058.75
1370,9131,1983.53,11223,6686.84,8070,701.49,9044,65056.4898,4536.8,1266.9,32559,12139.61,80996,8188,2760,5753.34,3938.38,41223,1630,756.86,1058,564.24,1248,15044,19491,21151.02041,7024,7557,6353,21159,1933,3944.97,35653.75,55044.13
1330,8597,1952.08,10693,6439.8,7758,674.07,8886,61533.80612,4247.1,1215.9,33140,11629,77825,7779,2696,5576.12,3719.88,38985,1572,699.09,1008,567.93,1229,14407,19022.07,20677.55102,6928,7236,6276,20588,1828,3889.42,34539.57,52219.88
1210,8236,1869.36,10294,6369.17,7427,657.12,8446,59318.89796,3937.1,1146.2,33124,11840.67,74960,7208,2668,5374.49,3506.74,36088,1461,742.33,931,557.66,1230,13640,18612.63,19570.40816,6596,6811,6268,20061,1743,3762.06,33668.66,48607.25
1060,8371,1790.67,10457,6116.56,7419,631.44,8240,58831.94898,3739.8,1080.1,31669,11684.31,78732,6858,2526,5136.13,3291.26,33290,1342,790.56,859,530.76,1348,12984,18190.43,18442.85714,6269,6381,6342,19382,1629,3616.77,33248.85,44668.13
870,7941,1672.71,10527,5802.01,7335,599.07,7930,56247.34694,3506.8,1012.7,29495,11220.36,78152,6390,2274,4873.57,3094.27,30210,1255,763.62,789,521.92,1355,12278,17767.79,17470.40816,5831,6104,6259,18750,1522,3472.56,31607.01,41183.38
710,7638,1522.55,10082,5543.66,7142,534.75,7592,53187.03061,3357.3,968.6,26843,10802.59,73756,5883,2191,4542.28,3104.53,27480,1199,738.12,745,486.49,1253,11620,17305.01,16473.46939,5305,5912,6221,18255,1411,3390.71,30012.14,37666.38
630,7318,1406.61,9623,5372.85,7062,473.97,7563,50705.4898,3153,940.5,24617,10552.78,72672,5855,2110,4447,2908.43,25323,1169,700.17,724,446.12,1149,11144,17167.57,15731.63265,4878,5803,5871,17973,1341,3274.66,27915.4,36525
590,7195,1367.22,9184,5301.05,7124,432.25,7646,49299.87755,3068.4,926.8,22827,10339.9,69227,5556,2007,4278.63,2660.65,23940,1153,686.25,713,416.35,1063,10774,16927.92,15367.34694,4592,5710,5528,17853,1379,3215.61,26599.22,35348.75
580,6948,1346.71,8888,5279.39,7291,412.36,7558,48529.16327,3067.3,924.3,21959,10337.67,66422,5406,1959,4169.69,2477.48,23066,1152,665.35,720,400.22,1003,10563,16794.96,15221.42857,4449,5716,5318,17801,1349,3236.16,25862.16,33736.25
590,6900,1350.44,8817,5294.81,7092,405.59,7574,48193.43878,3099.8,934.8,21533,10405.22,64969,5330,1962,4204.62,2365.41,22683,1176,666.15,742,391.18,980,10511,16670.66,15250,4349,5780,5154,17921,1335,3274.18,25516.35,32413
620,7076,1390.82,8693,5376.74,6969,406.74,7595,47588.32653,3160.7,964.1,21624,10569.62,65319,5425,2011,4283.11,2321.4,23262,1235,673.1,769,393.3,973,10605,16793.08,15410.20408,4369,5891,5140,18195,1372,3315.17,25383.83,31232.75
710,7296,1465.99,8793,5592.81,6771,404.91,7725,46789.84694,3321.8,1000.1,22088,10580.53,65965,5619,2059,4489.38,2301.38,24607,1308,632.89,811,407.34,1001,10896,16982.71,15911.22449,4431,6120,5287,18597,1474,3391.17,25569.56,31152.25
860,7915,1596.47,8883,6057.08,6677,426.5,7920,48588.52041,3622.2,1046.2,22855,10858.23,67335,5911,1995,4759.29,2353.12,26265,1367,661.91,856,436.19,1029,11337,17311.73,16167.34694,4419,6394,5446,19175,1566,3441.31,25770.9,32846.75
1010,8431,1777.21,9282,6508.41,6566,456.36,8153,51483.03061,3916.8,1084.1,23524,10917.66,68882,6607,2179,5090.07,2436.72,28251,1453,654.74,908,482.14,1128,12007,17782.44,16917.34694,4550,6658,5720,19703,1712,3582.65,26008.48,34850.63
1100,8741,1908.22,9772,6710,6807,496.36,8683,55121.17347,4142,1142.5,25417,10962.59,71720,7217,2400,5380.66,2501.27,31859,1549,679.19,960,520.62,1222,12653,18355.26,18046.93878,5025,6777,5953,20221,1834,3846.63,27856.55,38189.25
1150,9182,1973.01,10269,6771.96,6977,544.5,9025,57916.72449,4287.3,1156.2,27817,11067.89,73676,7689,2555,5528.32,2693.27,34466,1570,688.11,972,544.71,1299,13188,18838.92,18732.65306,5400,6838,6119,20692,1937,3950.3,30091.75,42645.63
1160,9240,1982.31,10593,6744.56,7018,604.98,9028,60448.72449,4333.8,1169,28756,11124.98,74916,7928,2625,5594.93,2969.57,34795,1571,710.74,970,553.91,1335,13556,18903.08,18882.65306,5674,6828,6172,20933,1979,3973.85,31498.75,45703.63
1190,8901,1950.6,10773,6623.43,7189,625.67,8930,60414.89796,4311.4,1160.7,28779,11136.02,75892,7822,2580,5532.3,3144.98,34711,1563,737.36,966,553.66,1336,13817,18837.18,18970.40816,5803,6811,6146,20890,1940,3846.53,32045.66,47068.88
1210,8677,1927.14,10578,6520.24,7044,617.81,8928,58704.33673,4240.2,1148.4,28874,11119.68,71581,7401,2463,5350.66,3299.87,33441,1550,723.62,963,549.55,1329,13842,18778.65,19110.20408,5609,6732,6085,20856,1829,3753.11,32598.48,48246.63
1210,8536,1897.67,10256,6538.87,6886,607.33,8855,57561.28571,4229.8,1149.7,29113,11274.23,68557,7518,2356,5274.41,3323.34,32589,1546,713.57,963,546.66,1315,13758,18841.59,18915.30612,5364,6711,6039,20817,1788,3668.87,32507.43,48374.75
1220,8564,1912.68,10187,6785.22,6900,619.22,8986,57208.30612,4280.5,1225.2,28088,11576.86,66896,7536,2323,5293.56,3248.7,31936,1608,686.23,1022,552.12,1322,13704,19054.9,18767.34694,5254,6971,6054,21118,1742,3683.48,32306.65,48453.25
1290,9140,2021.3,10177,7268.1,7073,624.74,9096,58796.38776,4709.7,1263.6,27342,11657.54,66653,7707,2441,5586.97,3245.6,32727,1700,722.9,1072,577.14,1387,14065,19296.29,20117.34694,5232,7556,6412,21673,1766,3907.36,32377.61,49733.63
1370,9496,2132.05,10836,7475.17,7726,705.58,9194,63005.84694,5102,1254.3,27576,11652.67,71452,8362,2653,5785.23,3489.4,37217,1695,727.77,1066,604.35,1448,15197,19279.53,20625.5102,5747,7751,6708,21791,1888,4018.32,33285.02,53971.63
1380,9469,2117.63,11096,7346.69,7984,739.86,9245,63852.94898,4922.8,1230.9,30498,11595.7,75570,8531,2681,5751.09,3829.76,38843,1670,752.54,1050,612.7,1444,15074,19127.38,20727.55102,6596,7722,6755,21418,1901,4031.67,34783.82,55996.38
1370,8970,2083.8,10911,7150.73,7861,733.65,9117,62310.36735,4586.4,1194.7,32421,11329,74859,8473,2715,5713.4,3803.53,39561,1620,768.81,1023,620.17,1440,14700,18991.41,20751.02041,6901,7552,6813,20938,1941,3961.21,34565.08,54622
